Gene_id	dsc_1	dsc_3	dsc_5	dsc_7	dsc_9	dsc_2	dsc_4	dsc_6	dsc_8	dsc_10	dsc_27	dsc_28	dsc_29	dsc_30	dsc_31
ENSG00000200366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169379	289	300	296	315	320	369	344	249	439	349	525	615	595	453	1
ENSG00000239614	0	0	0	0	1	0	0	0	0	0	6	1	1	0	0
ENSG00000178750	0	0	0	0	0	1	1	1	1	0	1	0	2	0	0
ENSG00000178700	259	329	315	331	429	432	428	271	393	344	359	496	411	359	0
ENSG00000178694	295	316	347	305	354	411	413	279	437	353	329	476	518	372	1
ENSG00000242457	2	3	4	5	5	6	5	3	1	8	3	17	7	7	3
ENSG00000178660	1	2	2	0	5	3	1	0	1	3	4	13	7	8	2
ENSG00000242911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234629	1	0	0	0	0	0	2	1	1	2	0	1	0	4	0
ENSG00000239589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244048	0	0	1	0	1	0	0	0	1	2	0	0	0	0	0
ENSG00000244681	0	9	2	2	2	0	1	2	4	0	2	4	6	1	0
ENSG00000286516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243547	22	36	30	11	64	26	39	27	36	61	69	127	76	130	2
ENSG00000278103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241815	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
ENSG00000199286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269028	14	27	14	6	93	32	49	26	62	165	169	194	91	332	12
ENSG00000218754	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000176243	0	0	2	0	0	0	0	0	0	0	2	0	0	0	1
ENSG00000286447	4	24	9	17	17	2	3	2	3	2	9	23	8	8	0
ENSG00000080224	13	70	27	39	48	0	3	3	3	3	13	73	38	56	0
ENSG00000251172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261292	0	0	0	1	2	0	0	0	0	0	0	7	0	1	0
ENSG00000113966	183	167	212	194	181	282	229	126	196	180	241	365	364	223	1
ENSG00000282527	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000080200	452	503	546	592	527	639	679	540	798	618	428	521	686	524	0
ENSG00000279658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170854	255	290	294	318	328	387	273	232	301	279	336	420	363	346	2
ENSG00000285614	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000183185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231861	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0
ENSG00000080822	2003	2615	2368	2234	2542	2666	2579	1763	2203	2308	2948	4726	3764	2969	4
ENSG00000285635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000154165	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000286602	7	5	3	6	3	4	8	7	2	7	9	16	12	11	0
ENSG00000080819	434	548	530	469	420	677	597	447	573	520	1020	1005	856	829	1
ENSG00000240827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244153	2	1	1	0	0	1	2	0	0	2	3	2	1	1	0
ENSG00000239445	179	214	121	255	134	148	162	68	281	84	195	305	135	271	0
ENSG00000064225	378	422	423	374	457	519	477	334	445	425	734	950	957	662	0
ENSG00000249274	7	14	16	10	12	12	10	13	17	6	31	25	30	21	0
ENSG00000057019	9279	7553	5935	6160	7745	15116	9343	4404	14373	9148	10361	9768	7575	7027	8
ENSG00000206712	0	0	2	1	1	6	5	1	5	5	12	8	11	8	0
ENSG00000239462	0	2	0	2	1	0	1	0	3	2	1	0	0	0	0
ENSG00000207331	1	1	0	0	0	1	0	0	0	0	0	3	2	1	0
ENSG00000240476	10	10	4	4	11	33	6	4	16	15	28	26	7	15	0
ENSG00000275108	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000241305	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000240572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243296	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000243089	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000244464	1	0	0	0	0	1	0	0	0	0	0	1	2	2	0
ENSG00000144810	26067	23989	34353	29282	30372	27538	21338	23219	23800	21707	26970	26216	35122	26953	38
ENSG00000273374	2	3	2	3	3	2	2	2	3	0	2	11	3	3	0
ENSG00000184220	347	386	372	346	465	258	124	252	138	173	556	561	630	516	0
ENSG00000168386	235	266	231	370	484	245	164	155	332	273	227	322	332	423	0
ENSG00000264897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287378	1	1	2	0	2	4	0	0	0	0	1	5	3	0	0
ENSG00000235156	0	0	1	0	0	0	1	0	0	0	1	1	0	1	0
ENSG00000277000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243974	0	0	0	0	2	1	0	1	1	1	7	6	1	7	0
ENSG00000036054	1073	1036	1112	1098	1173	1424	1078	941	1181	1114	1540	1941	1898	1497	2
ENSG00000114021	487	575	562	516	589	740	714	512	617	586	925	1013	983	864	0
ENSG00000154174	1361	1352	1471	1357	1454	1868	1613	1237	1624	1349	1711	1975	2118	1605	3
ENSG00000206535	64	60	70	79	68	87	69	39	71	43	105	116	122	109	0
ENSG00000181458	700	636	641	499	612	1107	624	435	356	481	1094	1097	839	615	0
ENSG00000144820	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0
ENSG00000252989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243495	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0
ENSG00000114354	2721	2590	2801	2545	2726	3843	3026	2299	2751	2656	3394	3685	3482	2848	4
ENSG00000154175	1439	870	544	305	513	1553	450	183	225	205	1781	1177	733	331	2
ENSG00000213431	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242573	0	0	0	0	3	0	0	0	0	2	0	0	1	0	0
ENSG00000081148	13	15	27	25	16	8	13	10	4	6	33	65	59	47	0
ENSG00000138468	338	556	547	544	435	373	478	443	331	357	796	1301	1289	959	1
ENSG00000241738	0	1	0	0	0	0	0	0	0	0	2	0	6	5	0
ENSG00000232830	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
ENSG00000282978	2	2	5	1	20	0	5	1	8	19	17	17	9	31	0
ENSG00000201554	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000175841	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000174173	311	262	265	248	357	407	282	246	357	326	350	475	471	386	0
ENSG00000081154	2313	2405	2821	2632	2678	3469	2881	2457	2882	2753	3781	4819	4659	3837	10
ENSG00000242299	62	69	60	50	97	93	60	38	79	81	253	377	236	325	12
ENSG00000243396	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
ENSG00000252348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000066422	483	506	588	550	535	722	624	493	747	587	735	896	969	681	1
ENSG00000201121	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0
ENSG00000256628	60	81	82	84	68	84	116	71	119	70	95	91	79	97	0
ENSG00000114391	3439	3633	3266	2672	3474	4865	3782	2747	3759	3384	6268	7093	5232	5190	7
ENSG00000286699	20	35	20	26	33	26	35	25	23	31	106	137	122	55	0
ENSG00000244119	2	12	5	5	1	2	6	3	6	5	28	23	37	28	0
ENSG00000182504	822	1017	985	1153	1022	1252	1458	1094	1656	1181	1325	2041	1855	1507	3
ENSG00000144815	2186	2383	2426	2594	2585	3536	3216	2240	3118	2599	2965	3254	3632	2902	3
ENSG00000249474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144802	354	599	388	430	406	342	470	267	276	375	807	1372	885	767	1
ENSG00000287682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214407	1	0	3	1	1	1	0	1	3	2	1	3	0	1	0
ENSG00000202177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241280	1	0	1	0	3	1	1	0	1	0	1	5	2	0	0
ENSG00000170044	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000241754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240107	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000243195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243635	0	1	1	0	1	0	0	0	0	3	0	2	0	0	0
ENSG00000170017	5815	10236	9811	8857	8571	6342	9329	6765	6276	6227	7593	14526	13895	10194	18
ENSG00000114423	289	263	193	174	216	374	371	165	298	217	423	510	406	280	0
ENSG00000287421	0	3	3	0	4	0	0	1	0	0	4	3	9	4	0
ENSG00000244652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242759	3	8	4	3	3	5	4	3	0	3	7	13	13	5	0
ENSG00000200610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239455	2	2	0	0	1	0	1	0	1	5	3	2	2	6	0
ENSG00000243701	435	385	462	490	402	725	521	460	749	513	655	641	767	672	2
ENSG00000239828	1	5	2	5	4	2	5	3	1	6	11	8	8	8	0
ENSG00000241218	1	4	2	3	5	3	2	2	3	10	7	10	9	5	0
ENSG00000272597	4	4	0	2	1	1	0	0	0	2	3	6	4	2	0
ENSG00000138483	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000273125	2	0	2	1	3	0	1	0	1	3	0	2	1	1	0
ENSG00000114439	1669	2007	2035	1768	2157	2652	2678	1989	2075	2154	1647	2543	2225	1756	3
ENSG00000240423	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000241469	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279277	2	1	0	1	0	0	3	1	3	1	3	4	4	8	0
ENSG00000196776	1707	2122	1913	1563	1967	2562	2513	1575	2355	2081	2389	3366	2924	2148	3
ENSG00000271856	0	2	0	0	0	0	0	0	3	0	0	1	0	0	0
ENSG00000114446	565	601	557	541	637	738	669	468	610	506	895	1053	926	788	0
ENSG00000114455	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000243188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144821	4	0	1	0	0	3	0	1	0	1	8	1	1	3	0
ENSG00000241634	1	5	3	16	4	0	6	7	1	4	2	11	18	13	0
ENSG00000163507	106	170	213	224	172	165	161	179	209	116	153	270	313	208	0
ENSG00000202379	0	0	0	0	0	0	0	0	2	0	2	1	0	4	0
ENSG00000276763	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0
ENSG00000198919	325	434	398	437	409	365	365	275	160	259	481	716	654	597	1
ENSG00000241777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163519	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000138472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000114487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000121570	0	1	1	2	6	4	0	3	0	2	3	0	2	1	0
ENSG00000241257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228980	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000244196	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214380	0	0	0	0	2	0	0	0	0	2	0	0	1	0	0
ENSG00000243945	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000240895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244722	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1
ENSG00000201426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242242	9	4	10	6	7	7	8	2	5	3	7	11	15	15	0
ENSG00000177707	724	625	770	704	715	1040	787	671	880	719	851	1027	1103	766	0
ENSG00000153283	1	2	1	0	0	1	3	2	1	3	1	0	2	6	0
ENSG00000239311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244142	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000240787	0	3	0	0	1	0	0	0	0	0	0	1	0	4	1
ENSG00000177494	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240891	19	8	14	8	13	30	13	16	19	12	19	19	18	7	0
ENSG00000240766	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
ENSG00000144824	1424	1727	2274	1917	1316	1722	2251	1950	2494	1498	1795	2596	3244	2195	2
ENSG00000286492	1	1	4	1	0	0	1	0	0	1	8	1	3	3	0
ENSG00000144827	372	355	374	315	377	577	438	352	482	412	500	579	572	412	2
ENSG00000144834	2	0	0	1	1	7	0	0	1	0	3	1	0	0	0
ENSG00000239439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000176040	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000114529	32	33	44	37	33	61	47	25	71	65	70	91	88	65	0
ENSG00000207940	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
ENSG00000174500	7	11	4	11	10	8	20	4	11	9	18	18	20	17	0
ENSG00000261488	1	1	6	7	5	5	4	2	3	7	8	20	11	10	0
ENSG00000172139	3	2	0	1	1	0	0	0	0	0	5	5	3	0	0
ENSG00000244144	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000239482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000091972	144	249	187	174	176	247	344	205	280	203	186	384	308	197	0
ENSG00000243081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186265	1	2	0	0	2	2	1	0	0	2	0	1	0	0	0
ENSG00000242525	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0
ENSG00000279349	1	0	0	2	2	1	1	1	0	2	1	4	4	1	0
ENSG00000144848	1050	1140	1128	965	1170	1368	1123	942	1008	1014	1476	1668	1712	1206	1
ENSG00000138459	988	1026	1062	914	1054	1373	1139	907	978	1134	1206	1471	1553	1084	2
ENSG00000091986	8974	6198	4756	3863	4066	10721	6463	3613	5302	3538	11117	7664	5285	4155	10
ENSG00000242308	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
ENSG00000240893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206531	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163606	1	0	0	0	0	0	0	0	0	0	3	0	3	0	0
ENSG00000272844	0	0	0	0	0	0	0	0	0	0	1	0	2	2	0
ENSG00000163607	225	227	220	240	222	268	276	177	231	247	341	409	356	293	0
ENSG00000163608	738	879	792	776	829	1172	1047	746	1243	910	1229	1461	1477	1098	2
ENSG00000240057	10	13	16	16	14	3	3	3	9	3	17	19	22	14	0
ENSG00000243483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241219	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0
ENSG00000243795	1	3	4	2	4	3	1	0	1	0	1	6	4	1	0
ENSG00000144857	286	79	38	20	35	515	85	26	30	24	502	82	34	29	0
ENSG00000288079	0	0	1	1	0	0	0	0	0	0	2	0	0	2	0
ENSG00000206530	35	82	63	76	52	33	53	48	13	10	260	397	350	264	1
ENSG00000240751	0	3	2	0	0	0	0	0	0	0	0	9	2	2	0
ENSG00000285943	4	2	5	3	1	3	4	5	2	2	25	46	20	15	0
ENSG00000243849	1	0	1	0	0	0	0	0	0	0	1	3	2	1	0
ENSG00000275670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163611	24	23	36	56	29	46	24	40	36	38	49	71	101	57	0
ENSG00000072858	0	0	2	2	2	2	1	0	0	2	2	0	2	2	0
ENSG00000239453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241529	0	0	0	0	3	0	0	1	0	0	1	0	1	0	0
ENSG00000176542	350	438	416	507	472	530	641	409	723	503	439	583	600	418	0
ENSG00000121579	2239	2317	2451	2032	2297	3322	2622	1999	3166	2427	3124	3321	3353	2757	1
ENSG00000239280	0	0	0	0	0	1	1	3	0	0	1	0	5	1	0
ENSG00000242659	6	2	0	1	2	10	4	4	6	2	1	1	9	5	0
ENSG00000114573	1524	1589	1939	1749	1650	2694	2183	1838	2433	1963	1940	2290	2577	1824	4
ENSG00000178075	16	14	10	17	13	24	11	10	6	7	28	24	18	26	0
ENSG00000240776	1	5	1	0	11	1	1	4	6	10	1	1	0	1	0
ENSG00000241889	4	10	3	9	13	3	6	4	8	13	13	14	11	30	0
ENSG00000240375	0	1	0	0	1	0	2	0	1	2	0	0	0	1	0
ENSG00000273394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000184307	8	6	6	1	8	11	6	2	2	13	14	13	9	11	0
ENSG00000163617	50	75	55	67	87	45	49	48	61	50	147	257	225	233	1
ENSG00000270880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285836	0	0	5	0	0	0	0	0	2	0	2	3	6	2	0
ENSG00000151576	451	437	520	509	481	577	492	390	579	471	579	624	684	582	0
ENSG00000240912	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
ENSG00000151577	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000241490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000174255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000181847	2	0	0	0	0	0	1	0	0	0	1	0	0	2	0
ENSG00000181722	63	97	82	118	77	72	121	94	192	73	57	82	122	100	0
ENSG00000259976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241560	1	0	3	0	1	1	1	0	0	0	2	4	6	1	0
ENSG00000242290	0	0	0	0	0	0	4	1	0	0	0	0	1	4	0
ENSG00000241295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240002	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000242767	0	0	2	0	0	1	2	1	0	0	0	2	1	4	0
ENSG00000242880	2	0	0	1	0	0	0	0	0	0	1	1	2	2	0
ENSG00000244157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287795	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000288074	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172020	2761	3104	2324	2294	3865	3545	3048	1709	6151	3622	3316	3848	2517	2727	2
ENSG00000241596	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0
ENSG00000185565	5765	7972	6240	6681	9100	5013	5797	3507	3655	5441	6438	10194	7911	7106	7
ENSG00000243359	0	0	0	0	0	0	0	0	1	0	0	1	1	5	0
ENSG00000240922	2	0	0	0	0	1	1	0	1	0	8	1	18	7	0
ENSG00000241397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198406	19	17	16	21	20	16	13	16	21	22	34	61	64	58	1
ENSG00000243197	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243014	4	1	2	1	18	4	4	0	9	18	1	4	5	7	0
ENSG00000206889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239268	0	19	6	6	24	0	0	0	2	0	3	13	0	12	0
ENSG00000240393	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
ENSG00000241213	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0
ENSG00000242816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144847	265	514	364	318	446	382	600	407	626	359	350	633	386	341	0
ENSG00000239877	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
ENSG00000163424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000114638	1	0	0	0	1	1	0	0	0	0	2	1	3	0	0
ENSG00000121578	439	383	380	374	359	598	454	359	407	336	645	579	590	503	0
ENSG00000240254	1	0	0	1	0	0	0	0	0	0	0	1	7	1	0
ENSG00000031081	1372	1675	1573	1398	2079	2094	2223	1377	2869	2213	1409	1634	1456	1230	0
ENSG00000242829	0	0	1	0	0	1	1	3	0	0	0	1	2	2	0
ENSG00000241155	5	19	12	6	6	3	9	7	4	11	11	8	5	11	0
ENSG00000207310	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000176142	756	713	751	603	694	1003	738	654	658	618	1133	1068	1017	889	0
ENSG00000163389	445	602	541	492	483	700	752	466	599	499	696	950	882	626	0
ENSG00000272662	0	0	0	0	0	0	0	0	2	0	2	1	1	0	0
ENSG00000113845	1050	1260	1204	1009	1243	1434	1361	978	892	1111	1923	2124	1695	1635	3
ENSG00000121594	0	1	0	0	0	0	0	0	0	0	3	1	0	1	0
ENSG00000272967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144843	378	530	484	405	485	511	584	487	544	578	454	581	597	452	1
ENSG00000144837	0	0	2	0	0	0	1	0	1	0	0	2	4	0	0
ENSG00000242052	0	0	0	3	1	0	0	0	0	1	0	1	0	0	0
ENSG00000121577	11	16	11	19	10	20	15	10	11	12	34	40	30	22	0
ENSG00000138495	254	255	238	220	256	354	325	243	262	273	490	575	399	454	0
