"first_column"	"average_specific_columns"
"ENSG00000000003"	24.7034589822529
"ENSG00000000005"	0.294972133011266
"ENSG00000000419"	73.8908534782612
"ENSG00000000457"	5.35027076776042
"ENSG00000000460"	3.99807639799465
"ENSG00000000938"	0.374441800976134
"ENSG00000000971"	2.37965477878071
"ENSG00000001036"	124.19472974052
"ENSG00000001084"	8.39360016901539
"ENSG00000001167"	42.2122601935944
"ENSG00000001460"	5.78899115657158
"ENSG00000001461"	42.3328535259664
"ENSG00000001497"	19.9290385965366
"ENSG00000001561"	4.95799387763247
"ENSG00000001617"	0.616169240124812
"ENSG00000001626"	0
"ENSG00000001629"	54.9387567068497
"ENSG00000001630"	34.2595713541576
"ENSG00000001631"	3.76183501655286
"ENSG00000002016"	10.7988119734622
"ENSG00000002079"	0.0414236033394795
"ENSG00000002330"	60.9375547818718
"ENSG00000002549"	53.6742134369668
"ENSG00000002586"	633.847648886538
"ENSG00000002587"	6.86805952530644
"ENSG00000002726"	0
"ENSG00000002745"	6.01220227781839
"ENSG00000002746"	0.093456916374672
"ENSG00000002822"	1.82633238053817
"ENSG00000002834"	284.571091784106
"ENSG00000002919"	26.0297259628075
"ENSG00000002933"	0.421261522392844
"ENSG00000003056"	86.4993943260184
"ENSG00000003096"	6.53146383137833
"ENSG00000003137"	2.68130814084407
"ENSG00000003147"	6.84358167533313
"ENSG00000003249"	48.032357379944
"ENSG00000003393"	24.3555630046618
"ENSG00000003400"	0.184792454886166
"ENSG00000003402"	13.0600557723008
"ENSG00000003436"	2.56587706957252
"ENSG00000003509"	16.4744761573638
"ENSG00000003756"	26.1405535413866
"ENSG00000003987"	0.527430906392622
"ENSG00000003989"	2.83611999011763
"ENSG00000004059"	207.026316868824
"ENSG00000004139"	5.45312025506192
"ENSG00000004142"	137.291995842321
"ENSG00000004399"	179.209345325695
"ENSG00000004455"	33.6151917286619
"ENSG00000004468"	0
"ENSG00000004478"	48.867649672531
"ENSG00000004487"	62.328436250796
"ENSG00000004534"	37.5302497142064
"ENSG00000004660"	5.35191971809305
"ENSG00000004700"	57.5246935108287
"ENSG00000004766"	10.3398338264787
"ENSG00000004776"	3.40059359359163
"ENSG00000004777"	7.44487587973447
"ENSG00000004779"	86.2199628082856
"ENSG00000004799"	0.171278024026058
"ENSG00000004809"	0.0104754427660214
"ENSG00000004838"	1.58876832343576
"ENSG00000004846"	0.0641693281239569
"ENSG00000004848"	0.0836997832426602
"ENSG00000004864"	66.4082986402364
"ENSG00000004866"	4.32752917427435
"ENSG00000004897"	45.8764334985222
"ENSG00000004939"	0.00888709271556828
"ENSG00000004948"	0
"ENSG00000004961"	43.4893017981904
"ENSG00000004975"	51.5475297434581
"ENSG00000005001"	0
"ENSG00000005007"	40.5562200029316
"ENSG00000005020"	11.3759885283398
"ENSG00000005022"	334.99085580714
