GeneID GeneName log2FC P.Value adj.P.Value
ENSG00000000003 TSPAN6 0.31269711166416164 1.5989793988609505e-4 0.001942792870426731
ENSG00000000005 TNMD 0.0045980081129307765 0.7256074835955484 0.8902373136571188
ENSG00000000419 DPM1 -0.08108486429162744 0.29653744855610353 0.584025189452703
ENSG00000000457 SCYL3 0.20867290828696225 0.033251013887636655 0.14349371766613478
ENSG00000000460 FIRRM -0.0239248874376148 0.8113732162341202 0.9315776603115205
ENSG00000000938 FGR 0.06214090131257483 0.3588407613820392 0.6463512036484823
ENSG00000000971 CFH -0.04512278429700111 0.6733622966074313 0.8622054994145751
ENSG00000001036 FUCA2 0.004329609000958263 0.9425533962585471 0.979200880525461
ENSG00000001084 GCLC 0.326671783326936 1.357270915850579e-4 0.0016861188130640257
ENSG00000001167 NFYA -0.11340769819822187 0.09222828251816995 0.2894237476817695
ENSG00000001460 STPG1 0.5459273139299783 3.657456070999666e-6 7.019700357287007e-5
ENSG00000001461 NIPAL3 0.4620574181886968 1.1048766603721655e-9 4.173324102024075e-8
ENSG00000001497 LAS1L 0.09390907463301028 0.18490118014391835 0.44931747685178514
ENSG00000001561 ENPP4 0.2747687457587331 0.019105575215801154 0.09638515094291197
ENSG00000001617 SEMA3F 0.6685214419642974 0.0059883783364823315 0.03937792213466389
ENSG00000001626 CFTR 0.008385867311068197 0.4402703784144956 NA
ENSG00000001629 ANKIB1 -0.042758799546930716 0.48675381836661896 0.7503344841946271
ENSG00000001630 CYP51A1 -0.07720449632213555 0.15529419250610105 0.40302323765683856
ENSG00000001631 KRIT1 0.10342606722586518 0.2304753299515849 0.5085154402904878
ENSG00000002016 RAD52 0.024666580471431283 0.78970335559211 0.9204286750820505
ENSG00000002079 MYH16 -0.007348650390710277 0.4826437076166211 NA
ENSG00000002330 BAD -0.10888360273011126 0.13029200248026862 0.36132122604111827
ENSG00000002549 LAP3 0.013297983187786173 0.8199392034184165 0.9336938155030859
ENSG00000002586 CD99 -0.1308969481211596 0.00798199675417691 0.04921721980516671
ENSG00000002587 HS3ST1 -0.47085126653347 0.004797050460686787 0.03307892133556498
ENSG00000002726 AOC1 0.0026321213625144727 0.8351498314938505 NA
ENSG00000002745 WNT16 0.0023079676378189476 0.9809730118698652 0.9936914547714119
ENSG00000002746 HECW1 -0.08218930105437086 0.0072334638257699115 0.04561794648398504
ENSG00000002822 MAD1L1 -0.3259156688228653 0.0023169830908624993 0.018463947572932602
ENSG00000002834 LASP1 0.08476432200515797 0.06689503360741177 0.23533999882484954
ENSG00000002919 SNX11 -0.05878371954616595 0.44531524695434677 0.7202906534949187
ENSG00000002933 TMEM176A 0.04289963676373092 0.43873367855798734 0.7148792416900981
ENSG00000003056 M6PR -0.12210672910599424 0.037634065674403104 0.15660969542448933
ENSG00000003096 KLHL13 -0.12826868877639183 0.18656877510211228 0.45131958910466796
