"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"ENSG00000135678.12",18,16,11,5,10,144,186,392,171,251
"ENSG00000135679.25",3595,2251,3387,4264,2744,3642,4577,4849,2587,2463
"ENSG00000135686.13",1601,1801,1947,1848,1915,782,1416,990,888,1085
"ENSG00000135697.10",0,0,0,0,0,48,3,82,29,26
"ENSG00000135698.10",199,224,291,257,262,512,406,329,550,344
"ENSG00000135702.14",12,0,3,0,4,0,5,0,1,14
"ENSG00000135709.12",401,574,460,480,443,823,1184,1294,1217,1317
"ENSG00000135720.13",3842,4962,4538,4606,4383,3942,5729,5283,4636,3719
"ENSG00000135722.9",66,99,72,66,81,111,116,166,153,195
"ENSG00000135723.14",1654,2018,1895,1247,1662,729,549,511,515,621
"ENSG00000135736.6",336,362,323,221,343,137,142,211,172,211
"ENSG00000135740.17",88,198,135,134,122,28,53,42,42,61
"ENSG00000135744.8",2,2,5,4,11,49,162,83,41,51
"ENSG00000135747.11",0,0,0,0,0,1,0,0,0,1
"ENSG00000135749.19",657,880,817,796,658,236,283,326,227,173
"ENSG00000135750.15",6,10,0,1,2,0,0,0,0,0
"ENSG00000135763.10",300,267,333,285,280,388,251,217,195,221
"ENSG00000135766.9",932,1041,1211,914,1063,2814,2006,2726,2213,1714
"ENSG00000135773.13",0,1,1,0,0,2,0,1,5,0
"ENSG00000135775.14",337,364,470,456,449,763,752,863,812,660
"ENSG00000135776.5",360,494,485,382,424,290,262,229,209,199
"ENSG00000135778.12",646,721,691,663,694,612,923,1149,703,796
"ENSG00000135801.9",404,388,465,418,450,572,621,653,534,579
"ENSG00000135821.18",3101,4963,2964,3492,5413,6168,12799,14055,9842,8811
"ENSG00000135823.14",906,1070,1111,941,935,1391,1754,1604,1404,1396
"ENSG00000135824.12",21,14,10,5,8,0,0,0,0,0
"ENSG00000135828.11",443,609,634,441,585,402,584,576,444,450
"ENSG00000135829.17",3921,4601,4915,4228,4660,5399,3948,3800,4224,3638
"ENSG00000135835.12",267,297,280,285,366,283,346,412,405,462
"ENSG00000135837.16",1166,1311,1583,1752,1468,1323,1043,1004,936,1061
"ENSG00000135838.13",184,156,210,112,98,946,1123,920,885,613
"ENSG00000135842.17",2192,3612,2765,3366,4747,458,422,169,98,287
"ENSG00000135845.10",456,636,615,588,677,495,650,744,637,509
"ENSG00000135862.6",42612,46002,45169,52173,47534,10857,5478,5305,9563,11463
"ENSG00000135870.11",581,612,649,704,680,734,859,738,680,554
"ENSG00000135898.10",1,4,1,1,2,0,0,0,0,0
"ENSG00000135899.17",221,287,312,209,313,3323,1784,1760,3336,1809
"ENSG00000135900.4",632,664,744,605,618,2687,3304,4501,4414,2976
"ENSG00000135902.10",0,1,0,0,0,0,0,1,1,1
"ENSG00000135903.19",448,677,711,559,469,2048,2769,4073,2934,2852
"ENSG00000135905.19",441,337,207,360,320,1155,739,892,1244,1053
"ENSG00000135912.11",555,743,713,719,707,1315,1241,1584,1299,1495
"ENSG00000135913.11",245,332,350,348,355,387,347,292,279,230
"ENSG00000135914.6",34,67,43,19,15,11,79,32,9,10
"ENSG00000135916.16",10768,12732,12911,11217,14205,4732,7706,8195,7055,8278
"ENSG00000135917.15",1,0,0,12,0,44,79,39,114,30
"ENSG00000135919.13",10464,11838,13445,9593,7924,4886,2166,2863,4380,3477
"ENSG00000135924.15",2397,3111,2778,2872,2856,1405,2245,3720,2184,2531
"ENSG00000135925.9",0,0,0,0,0,1,9,4,51,7
"ENSG00000135926.15",5575,5903,5792,4823,5711,5747,7170,7278,7162,5803
"ENSG00000135929.9",937,1237,1034,886,1042,6711,8924,17418,11158,10247
"ENSG00000135930.14",1642,1909,1881,1651,1741,1584,1866,1963,1795,1672
"ENSG00000135931.17",928,1274,986,675,748,1633,2154,3228,2593,3188
"ENSG00000135932.11",1669,1949,1703,1703,1944,1394,1693,1462,1376,1131
"ENSG00000135940.7",1158,1245,1099,764,1215,2199,2709,3481,2765,2669
"ENSG00000135945.10",409,482,461,509,458,624,554,583,638,585
"ENSG00000135951.15",15,11,13,13,22,79,91,50,47,70
"ENSG00000135953.11",200,227,268,226,222,293,404,320,372,334
"ENSG00000135956.8",2535,3200,2994,2545,2822,2369,2801,3690,2775,2860
"ENSG00000135960.10",0,0,0,0,0,0,0,0,0,0
"ENSG00000135966.13",1226,1440,1628,1325,1378,1977,1517,1559,1607,1758
"ENSG00000135968.20",870,1020,1121,1183,1010,1062,1022,869,1003,833
"ENSG00000135972.9",236,274,331,249,269,476,477,458,533,413
"ENSG00000135973.3",0,0,0,1,0,0,0,0,0,4
"ENSG00000135974.10",406,442,417,375,374,487,670,625,498,344
"ENSG00000135976.19",59,108,133,176,72,97,71,57,111,93
"ENSG00000135999.12",625,820,751,790,830,505,299,461,455,422
"ENSG00000136002.19",52,35,51,11,32,26,32,9,64,58
"ENSG00000136003.15",967,983,986,942,860,1205,1454,2219,1638,1465
"ENSG00000136010.14",1801,1253,1098,1148,963,3462,5380,5877,4791,3875
"ENSG00000136011.15",0,0,0,1,0,0,0,0,0,0
"ENSG00000136014.12",3,4,2,1,3,3,1,4,4,4
"ENSG00000136021.19",1415,1576,1667,1510,1572,2009,1918,1814,1895,1625
"ENSG00000136026.14",6365,4155,4440,3959,4101,2855,3150,3104,2873,3197
"ENSG00000136040.9",14,31,16,19,26,23115,24377,25964,33061,30350
"ENSG00000136044.12",946,1129,1123,837,934,353,527,610,617,541
"ENSG00000136045.12",898,905,1018,858,964,1532,1562,1312,1614,1195
"ENSG00000136048.14",741,533,622,675,574,478,351,533,425,390
"ENSG00000136051.14",1816,2156,2263,1944,2126,2926,2685,2757,2835,2299
"ENSG00000136052.9",293,324,386,224,321,70,39,43,48,44
"ENSG00000136059.14",167,167,162,121,128,95,86,119,109,123
"ENSG00000136068.14",1407,1642,1485,2206,1075,2397,738,630,746,327
"ENSG00000136098.17",96,113,115,107,143,74,103,117,133,119
"ENSG00000136099.13",2,0,0,0,1,0,0,0,0,0
"ENSG00000136100.14",547,737,822,671,611,1000,1023,1130,1165,837
"ENSG00000136104.20",319,548,485,411,472,335,281,316,424,291
"ENSG00000136108.15",532,777,935,912,715,1061,686,568,884,692
"ENSG00000136110.13",0,0,2,0,1,0,0,0,0,0
"ENSG00000136111.14",261,147,132,130,140,539,313,394,453,485
"ENSG00000136114.17",111,28,13,8,9,29,15,26,15,10
"ENSG00000136122.17",42,71,83,65,69,123,90,68,86,74
"ENSG00000136141.15",562,667,644,620,742,885,830,773,858,619
"ENSG00000136143.16",713,789,858,731,812,829,981,883,847,533
"ENSG00000136144.12",737,789,796,770,706,1153,1509,1762,1540,1053
"ENSG00000136146.15",665,819,835,771,775,708,733,764,672,471
"ENSG00000136147.18",287,364,355,324,348,196,141,67,214,108
"ENSG00000136149.6",6,8,3,1,4,18,9,22,17,17
"ENSG00000136152.15",626,707,661,667,672,508,669,555,466,464
"ENSG00000136153.20",959,782,827,694,680,83,13,18,62,83
"ENSG00000136155.17",12,18,18,19,29,7,9,15,7,4
"ENSG00000136156.15",5703,7761,6614,5463,6521,6203,8811,12015,7441,5744
"ENSG00000136158.12",2462,2937,2448,2234,2861,816,236,149,394,392
"ENSG00000136159.4",191,176,233,180,167,440,257,301,376,286
"ENSG00000136160.17",8071,9103,8415,6503,7310,17007,21050,40184,33429,38849
"ENSG00000136161.12",124,128,111,101,123,300,756,978,577,637
"ENSG00000136167.14",21,20,26,27,36,39,160,27,29,17
"ENSG00000136169.16",270,206,169,183,202,1849,1502,2038,1751,1146
"ENSG00000136193.17",3737,4190,4733,3327,4180,4017,6443,6203,4411,3555
"ENSG00000136197.12",39,58,70,106,60,99,78,133,138,89
"ENSG00000136205.17",6232,9217,7203,7086,6705,3208,2369,4704,5246,6627
"ENSG00000136206.4",0,0,0,0,0,3,0,0,0,0
"ENSG00000136213.10",639,807,624,551,592,461,622,778,614,729
"ENSG00000136231.14",246,178,222,288,221,1444,1653,1339,1462,1021
"ENSG00000136235.16",2357,4653,2753,1932,1797,49856,64299,91378,91131,79431
"ENSG00000136237.19",24,68,51,49,49,27,43,55,40,44
"ENSG00000136238.18",5839,6366,6820,5768,6737,6145,6130,6918,7125,6060
"ENSG00000136240.10",8626,8302,7601,7243,7502,3786,3844,3687,3878,3206
"ENSG00000136243.17",219,309,262,319,204,410,365,349,349,276
"ENSG00000136244.12",53,20,25,19,6,158,57,33,81,12
"ENSG00000136247.14",620,814,698,603,828,881,1170,1911,1356,1308
"ENSG00000136250.12",0,0,1,0,0,5,6,0,2,0
"ENSG00000136261.15",1124,988,1160,1329,1138,1337,1335,1019,1147,1194
"ENSG00000136267.13",1918,1405,1676,3163,3655,0,0,0,0,0
"ENSG00000136270.14",853,822,859,739,944,2214,1850,1607,1858,1739
"ENSG00000136271.10",757,828,841,712,836,1434,980,1161,1324,1300
"ENSG00000136273.13",308,306,350,297,347,444,684,597,539,424
"ENSG00000136274.9",1683,2711,2333,1992,2317,68,102,170,214,380
"ENSG00000136275.10",0,0,0,0,0,0,0,0,0,0
"ENSG00000136279.20",2429,2810,2996,2461,2850,2377,2659,3266,2846,3168
"ENSG00000136280.16",1353,1691,1633,1275,1482,1255,1372,1554,1434,1393
"ENSG00000136286.16",199,334,486,373,381,1,1,0,0,3
"ENSG00000136295.15",11916,11730,12223,11746,11131,27571,30862,36886,25820,21264
"ENSG00000136297.14",0,0,0,0,0,1,0,0,0,0
"ENSG00000136305.11",79,111,90,87,154,61,21,30,45,106
"ENSG00000136315.4",0,0,0,0,0,0,0,0,0,0
"ENSG00000136319.12",309,352,349,241,290,380,511,552,397,383
"ENSG00000136327.7",0,0,0,0,0,0,0,0,0,0
"ENSG00000136352.17",0,0,0,0,0,0,0,0,0,0
"ENSG00000136367.14",60,68,90,100,100,115,213,164,101,137
"ENSG00000136371.10",147,82,93,66,86,418,410,402,419,371
"ENSG00000136378.15",7940,12802,10436,9942,9690,404,323,422,312,435
"ENSG00000136379.12",139,181,201,126,139,419,226,220,182,161
"ENSG00000136381.13",1480,1484,1596,1588,1467,1890,1673,1629,1630,1373
"ENSG00000136383.6",24,28,31,34,36,44,41,54,21,20
"ENSG00000136404.16",0,0,2,0,0,0,1,0,0,0
"ENSG00000136425.14",242,228,300,236,240,207,433,390,528,327
"ENSG00000136436.14",973,1117,1084,1063,1126,1321,1828,1747,1522,1169
"ENSG00000136444.10",406,493,492,401,462,581,680,469,548,565
"ENSG00000136448.12",2564,2830,3177,2765,2958,3969,4626,5154,4407,4238
"ENSG00000136449.15",3,1,5,6,2,2,17,10,0,3
"ENSG00000136450.13",2694,3136,3248,2705,3335,3532,2507,2283,2734,2121
"ENSG00000136451.9",3344,4087,4300,3920,4216,946,943,1093,1239,1172
"ENSG00000136457.10",1,0,0,0,0,1,0,0,0,0
"ENSG00000136463.8",289,324,355,281,329,533,594,565,608,489
"ENSG00000136478.7",2220,2875,2640,2056,2182,2457,2482,2611,2371,1983
"ENSG00000136485.15",2010,2744,2945,2492,2565,4395,5717,5740,4878,5039
"ENSG00000136487.18",0,0,0,0,0,0,0,0,0,0
"ENSG00000136488.15",0,0,0,0,0,0,0,0,0,0
"ENSG00000136490.9",439,427,416,338,381,1465,1512,2793,2047,3606
"ENSG00000136492.8",47,117,99,87,102,327,42,41,166,71
"ENSG00000136504.12",1503,1909,1880,1704,1889,1133,1318,1416,1341,1253
"ENSG00000136514.3",42,40,31,24,33,1292,688,1237,1819,785
"ENSG00000136518.17",841,1015,1047,903,1017,682,646,531,651,387
"ENSG00000136521.13",863,932,831,756,877,1210,1701,1787,1527,1141
"ENSG00000136522.14",487,490,506,409,507,664,790,638,609,408
"ENSG00000136527.18",2018,2492,2456,2062,2407,2688,2086,1889,2082,1555
"ENSG00000136531.16",6,1,2,9,1,41,22,22,18,14
"ENSG00000136535.15",0,0,2,1,3,0,0,0,0,0
"ENSG00000136536.15",1389,1664,1615,1630,1698,1447,1522,1422,1451,1124
"ENSG00000136541.14",2,8,3,6,5,0,1,0,0,0
"ENSG00000136542.9",628,734,778,678,476,1,7,6,0,1
"ENSG00000136546.16",14,95,13,47,43,0,0,0,0,0
"ENSG00000136560.14",706,654,674,663,617,770,795,950,779,581
"ENSG00000136573.14",0,0,0,0,0,0,0,0,0,0
"ENSG00000136574.17",0,0,0,0,2,0,0,2,1,1
"ENSG00000136603.14",651,551,591,544,470,110,164,106,99,81
"ENSG00000136628.18",3418,3612,3794,3603,3833,3080,2813,1966,2346,2009
"ENSG00000136630.13",56,8,9,0,23,1,18,6,2,8
"ENSG00000136631.15",785,822,915,912,928,899,871,1123,1138,975
"ENSG00000136634.7",0,0,0,0,0,2,0,0,0,0
"ENSG00000136636.13",1187,1757,1614,1373,1531,1663,1205,1274,1517,1249
"ENSG00000136643.12",797,921,885,937,888,1433,1160,1850,1822,1391
"ENSG00000136682.15",269,366,306,280,282,274,437,419,424,270
"ENSG00000136688.11",0,0,0,0,0,0,0,0,0,0
"ENSG00000136689.18",4,0,0,0,0,0,0,0,0,0
"ENSG00000136694.9",0,0,0,0,0,0,0,0,0,0
"ENSG00000136695.14",0,0,0,0,0,0,0,0,0,0
"ENSG00000136696.11",0,0,0,0,0,0,0,0,0,0
"ENSG00000136697.13",0,0,0,0,0,0,0,0,0,0
"ENSG00000136698.8",0,0,0,0,0,0,0,0,0,0
"ENSG00000136699.19",1319,1710,1667,1586,1736,2072,1643,1737,1792,1856
"ENSG00000136709.12",842,942,1040,908,1133,1578,1450,1243,1280,1121
"ENSG00000136710.10",412,564,573,435,522,609,936,1087,779,698
"ENSG00000136715.18",683,801,853,749,725,1008,1091,1134,1081,963
"ENSG00000136717.15",1188,1474,1192,992,1060,1194,933,1111,1040,1133
"ENSG00000136718.9",797,755,759,715,781,1220,1134,1028,1044,906
"ENSG00000136720.7",762,839,819,641,740,602,727,831,605,635
"ENSG00000136731.13",4305,4486,4647,4816,4469,2671,2113,1850,2746,3319
"ENSG00000136732.16",121,157,95,49,85,2905,4676,2710,3168,3139
"ENSG00000136738.15",857,921,897,823,736,3465,3493,4748,3935,3639
"ENSG00000136750.13",0,0,0,0,0,0,0,0,0,0
"ENSG00000136754.17",1373,1624,1486,1392,1549,1832,2094,2371,2103,2132
"ENSG00000136758.18",3235,3455,3885,3439,3588,5232,5736,5134,5019,3971
"ENSG00000136770.11",598,722,683,590,649,1291,1109,1801,1957,1528
"ENSG00000136783.10",739,746,638,767,750,541,631,644,748,485
"ENSG00000136802.11",3786,4442,4772,3547,4056,2122,4479,3602,2349,2227
"ENSG00000136807.14",724,884,889,680,822,907,1061,1311,1072,1239
"ENSG00000136810.13",1305,992,1054,780,1067,2891,4933,3402,3359,2086
"ENSG00000136811.16",586,729,736,760,685,545,358,391,533,453
"ENSG00000136813.14",1844,2035,2104,1994,1970,2392,1942,2195,2317,2211
"ENSG00000136816.16",690,708,752,558,722,524,653,577,631,526
"ENSG00000136819.15",811,981,914,869,966,1155,1473,1539,1429,984
"ENSG00000136824.19",454,671,763,745,803,858,361,309,616,402
"ENSG00000136826.15",1995,2475,2680,2294,1964,281,430,295,128,88
"ENSG00000136827.12",984,1071,1122,899,939,1250,1349,1269,1202,973
"ENSG00000136828.19",76,118,103,104,124,43,18,51,62,39
"ENSG00000136830.12",21570,25702,23901,21071,26738,6728,3735,3969,4441,5168
"ENSG00000136834.3",0,0,0,0,0,0,0,0,0,0
"ENSG00000136839.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000136840.19",328,351,345,302,384,131,127,196,204,206
"ENSG00000136842.14",6,5,10,7,3,149,385,502,337,500
"ENSG00000136848.17",1834,2291,2259,1951,2105,1593,1046,1363,1444,1555
"ENSG00000136854.21",1129,1188,1335,1194,1278,6484,10752,7693,7601,5871
"ENSG00000136856.18",281,300,340,292,384,363,630,1101,736,840
"ENSG00000136859.10",2813,5201,3045,2998,3432,2007,5930,4044,5068,3124
"ENSG00000136861.18",1289,1516,1722,1456,1564,1351,837,993,1240,1012
"ENSG00000136866.13",65,76,62,74,106,5,25,23,20,42
"ENSG00000136867.11",164,225,171,171,196,179,144,262,237,179
"ENSG00000136868.11",1235,1238,1431,1226,1288,5363,7218,3520,3215,2140
"ENSG00000136869.16",16,16,5,2,1,451,495,1110,324,158
"ENSG00000136870.10",215,283,300,273,304,262,475,423,287,265
"ENSG00000136872.20",0,0,0,0,0,1,0,1,0,0
"ENSG00000136874.11",441,563,525,482,508,866,843,751,904,584
"ENSG00000136875.12",497,558,567,479,631,978,965,682,726,545
"ENSG00000136877.15",1200,1254,1246,851,1109,825,748,983,861,912
"ENSG00000136878.13",455,628,603,503,524,954,1644,1890,1539,1301
"ENSG00000136881.11",2,0,0,0,1,11,13,3,3,2
"ENSG00000136883.14",0,0,2,0,0,13,22,20,15,16
"ENSG00000136888.7",1253,1222,1316,1127,1078,3603,4595,4800,4381,2722
"ENSG00000136891.14",445,405,439,416,441,669,616,373,383,300
"ENSG00000136895.19",34,52,36,38,37,97,300,505,271,257
"ENSG00000136897.8",361,317,368,298,400,531,503,458,439,296
"ENSG00000136908.17",773,977,919,717,918,756,779,799,750,804
"ENSG00000136918.7",43,93,48,55,61,0,2,0,2,0
"ENSG00000136925.15",519,643,681,602,725,545,750,817,648,597
"ENSG00000136928.7",15,4,2,3,1,433,20,172,117,47
"ENSG00000136929.13",0,0,0,0,0,0,0,1,0,0
"ENSG00000136930.13",1523,1465,1548,1316,1487,4267,5495,6070,5483,3993
"ENSG00000136931.10",0,0,0,0,0,1,1,0,0,1
"ENSG00000136932.13",184,212,183,185,196,182,255,388,266,233
"ENSG00000136933.17",443,429,444,360,401,386,398,353,320,296
"ENSG00000136935.14",447,682,615,579,585,551,608,571,636,551
"ENSG00000136936.10",116,152,137,113,157,117,158,165,150,154
"ENSG00000136937.13",955,970,1104,1011,1019,1446,1466,1133,1173,847
"ENSG00000136938.9",2127,2450,2488,2394,2579,2610,2628,2666,2853,2540
"ENSG00000136939.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000136940.14",540,628,627,597,609,444,502,488,489,425
"ENSG00000136942.15",4665,4556,4499,3454,4499,8030,7787,9249,9275,8695
"ENSG00000136943.11",9,6,7,4,6,109,202,112,93,60
"ENSG00000136944.17",0,0,0,1,0,1,2,0,1,1
"ENSG00000136950.13",589,594,663,516,592,828,929,897,708,575
"ENSG00000136960.12",779,598,389,435,522,2028,2012,5460,3677,3869
"ENSG00000136982.6",59,89,89,62,75,116,28,19,89,41
"ENSG00000136986.10",1313,1368,1385,1271,1328,1805,2180,2103,2019,1580
"ENSG00000136997.19",818,758,800,737,611,5220,2571,2683,3922,4903
"ENSG00000136999.5",2669,1579,2973,825,826,4742,2431,4128,12696,6805
"ENSG00000137033.11",1,1,0,2,1,1,0,3,4,3
"ENSG00000137038.8",376,458,390,327,416,583,723,721,709,487
"ENSG00000137040.10",622,694,736,702,779,677,578,558,495,411
"ENSG00000137054.16",237,297,304,272,317,331,290,277,322,355
"ENSG00000137055.15",781,849,897,787,903,974,1323,1187,972,881
"ENSG00000137070.17",378,452,377,403,455,363,477,526,414,456
"ENSG00000137073.21",784,901,981,810,848,1605,1507,1907,1749,1756
"ENSG00000137074.19",476,454,536,470,422,884,1121,901,959,709
"ENSG00000137075.18",896,1188,1088,1072,1246,1033,831,1256,1121,1138
"ENSG00000137076.21",17648,18460,19739,19552,18840,11222,8968,12498,11803,15600
"ENSG00000137077.8",0,0,0,0,0,0,0,0,0,0
"ENSG00000137078.9",2,0,0,0,0,0,0,0,0,0
"ENSG00000137080.4",0,0,0,0,0,0,0,0,0,0
"ENSG00000137090.12",0,0,0,0,0,0,0,0,0,0
"ENSG00000137094.14",923,1150,990,984,1059,277,332,793,518,702
"ENSG00000137098.14",16,60,30,25,35,7,20,27,16,15
"ENSG00000137100.16",859,1140,1028,793,1047,906,999,1730,1308,1392
"ENSG00000137101.12",18,26,26,16,26,18,54,55,22,25
"ENSG00000137103.20",756,893,809,670,939,289,549,853,603,691
"ENSG00000137106.18",1261,1664,1557,1412,1441,2124,2416,2984,2984,2591
"ENSG00000137124.8",545,543,593,486,555,1490,1297,2043,2229,2668
"ENSG00000137133.11",415,541,466,333,542,572,564,757,626,527
"ENSG00000137135.18",28,53,52,29,42,119,33,19,43,52
"ENSG00000137142.5",2,0,0,0,0,5,13,16,13,20
"ENSG00000137145.20",772,1097,1033,935,1063,749,678,549,552,671
"ENSG00000137154.13",10250,10028,9437,7413,9901,12875,16894,17304,18448,17773
"ENSG00000137161.17",1249,1533,1371,1238,1368,1243,1475,1838,1812,1675
"ENSG00000137166.15",950,1206,1326,943,1148,1096,988,1245,1051,1211
"ENSG00000137168.8",595,611,705,788,854,886,739,620,840,619
"ENSG00000137171.15",272,374,314,313,337,387,533,765,561,541
"ENSG00000137177.20",2718,2725,3042,3156,2607,2621,1699,2009,1966,2057
"ENSG00000137185.12",130,161,160,128,144,123,222,188,198,145
"ENSG00000137193.14",86,94,61,55,81,80,512,58,47,27
"ENSG00000137198.10",8,2,3,2,3,7688,10171,14186,13731,11821
"ENSG00000137200.13",912,1158,1166,981,1141,2474,1830,2097,2671,2036
"ENSG00000137203.12",3547,4358,4386,3751,3478,10889,14538,19116,15432,15700
"ENSG00000137204.14",0,0,0,0,0,0,0,0,0,0
"ENSG00000137207.12",2828,3296,3080,2666,2950,2517,3473,4682,3528,3489
"ENSG00000137210.14",491,549,517,417,575,544,321,368,491,441
"ENSG00000137216.19",1825,2202,2394,1961,2077,2631,2906,3223,2975,3044
"ENSG00000137218.10",81,128,124,110,118,73,122,118,99,88
"ENSG00000137221.14",850,1031,1076,999,1039,837,865,1045,839,967
"ENSG00000137225.13",1,0,0,0,0,4,1,1,0,1
"ENSG00000137251.16",0,0,0,0,0,0,0,0,0,0
"ENSG00000137252.9",0,0,0,0,0,0,0,0,0,0
"ENSG00000137261.14",5,9,3,6,13,3,2,0,2,0
"ENSG00000137265.15",1,0,0,2,0,2827,7647,7193,5445,5889
"ENSG00000137266.14",890,1030,1589,712,708,433,554,298,222,195
"ENSG00000137267.6",2414,2080,2079,2034,1822,3968,3851,2854,3520,2815
"ENSG00000137269.15",119,197,173,109,209,111,107,155,100,110
"ENSG00000137270.11",0,0,0,0,0,4,1,0,1,0
"ENSG00000137273.6",70,13,5,2,6,127,139,95,46,45
"ENSG00000137274.13",246,332,199,238,276,812,1030,1340,1140,1100
"ENSG00000137275.14",642,693,837,698,661,1119,1214,1080,1167,883
"ENSG00000137285.10",869,946,430,645,588,3836,3535,4149,4870,6994
"ENSG00000137288.10",512,635,619,489,599,748,893,1218,1190,915
"ENSG00000137309.19",5667,6473,6958,5120,6371,4579,3805,3779,4141,4569
"ENSG00000137310.12",197,502,495,339,411,807,47,47,391,255
"ENSG00000137312.15",3031,4376,4232,3725,4354,5563,5051,7680,8182,6403
"ENSG00000137331.12",4261,2129,2685,2108,1180,1682,2204,1493,541,309
"ENSG00000137337.15",594,768,872,857,794,1178,817,811,986,842
"ENSG00000137338.5",263,286,344,265,357,143,145,101,162,140
"ENSG00000137343.18",324,517,423,486,476,268,267,383,435,413
"ENSG00000137364.5",658,753,801,764,819,916,899,687,849,551
"ENSG00000137392.10",0,0,0,0,0,0,0,0,0,0
"ENSG00000137393.9",26,14,11,9,11,731,523,628,840,957
"ENSG00000137404.14",588,912,929,728,903,351,222,243,345,250
"ENSG00000137409.19",3029,3376,3257,2923,3211,4220,5390,7778,4772,5432
"ENSG00000137411.18",469,791,611,611,504,838,887,1125,1073,903
"ENSG00000137413.16",398,512,494,428,534,385,537,682,557,600
"ENSG00000137414.6",988,1218,1086,1032,1198,950,1162,1377,1048,914
"ENSG00000137434.11",2,5,7,1,6,6,16,15,15,8
"ENSG00000137440.5",0,0,0,0,0,0,0,0,0,0
"ENSG00000137441.8",22,14,26,20,11,29,20,94,99,50
"ENSG00000137449.16",846,898,788,841,648,3080,2367,2932,4177,2015
"ENSG00000137460.8",6830,9709,10840,12546,9393,592,265,386,828,943
"ENSG00000137462.8",85,41,205,102,27,33,20,21,2,1
"ENSG00000137463.5",1,1,3,4,8,3,5,4,4,9
"ENSG00000137473.17",0,1,0,0,0,0,0,0,0,0
"ENSG00000137474.22",4,9,3,10,8,5,3,1,2,4
"ENSG00000137478.15",289,340,352,316,378,227,187,237,353,234
"ENSG00000137486.17",743,702,598,602,655,1096,1411,1511,1403,1994
"ENSG00000137491.15",0,0,0,0,0,15,61,29,5,9
"ENSG00000137492.8",607,659,659,629,665,558,614,587,592,379
"ENSG00000137494.14",214,271,298,269,216,308,326,327,316,219
"ENSG00000137496.18",21,62,44,50,28,240,26,19,79,21
"ENSG00000137497.17",5461,8161,7332,6767,7196,5042,4525,7651,6023,6449
"ENSG00000137500.9",968,1089,1021,917,1029,873,983,1019,971,705
"ENSG00000137501.17",455,519,472,325,338,2041,1243,906,972,1292
"ENSG00000137502.10",713,695,852,901,766,605,937,787,521,499
"ENSG00000137504.13",360,526,509,654,418,480,311,280,550,409
"ENSG00000137507.11",57,38,6,2,5,154,51,97,16,33
"ENSG00000137509.11",1995,2520,2086,2122,2071,2300,2919,2982,3151,2737
"ENSG00000137513.10",198,203,269,213,200,1208,1722,1904,1924,1047
"ENSG00000137522.18",550,592,569,476,571,606,608,623,555,471
"ENSG00000137547.9",442,426,431,342,438,823,900,797,807,608
"ENSG00000137558.9",7,22,13,11,14,310,281,170,239,232
"ENSG00000137561.5",5,19,8,11,14,15,15,12,21,20
"ENSG00000137563.12",1080,1308,1463,1207,1335,1573,738,698,1555,1421
"ENSG00000137571.11",2,5,5,5,12,0,3,0,0,0
"ENSG00000137573.14",270,395,139,237,215,6,15,17,13,19
"ENSG00000137574.11",333,437,440,423,383,607,667,485,647,423
"ENSG00000137575.12",2451,2827,2872,2282,2487,32749,27999,34578,37758,25741
"ENSG00000137601.16",460,604,549,498,466,552,737,726,588,557
"ENSG00000137628.17",183,310,226,237,282,3888,1407,1918,3468,1615
"ENSG00000137634.10",0,0,0,0,0,0,0,0,0,0
"ENSG00000137642.13",3,8,0,4,11,32,29,25,5,9
"ENSG00000137648.18",0,0,0,0,0,0,0,0,0,0
"ENSG00000137656.12",252,292,324,278,343,259,306,304,257,270
"ENSG00000137672.13",7,2,4,3,6,0,0,0,0,0
"ENSG00000137673.9",0,0,0,0,0,0,0,0,0,0
"ENSG00000137674.4",0,0,0,0,0,0,0,0,0,0
"ENSG00000137675.5",7,0,1,0,0,0,0,0,0,0
"ENSG00000137691.13",45,28,27,24,42,23,76,46,12,10
"ENSG00000137692.12",548,478,514,445,483,857,889,664,713,566
"ENSG00000137693.14",2465,2604,2867,2188,2613,3237,2736,2938,2762,2724
"ENSG00000137699.17",0,0,1,1,0,1,66,5,1,0
"ENSG00000137700.18",566,854,677,646,634,833,888,1318,1280,1180
"ENSG00000137707.13",1,0,0,2,2,0,0,0,1,1
"ENSG00000137709.10",6,55,4,1,7,2,13,30,2,3
"ENSG00000137710.16",6349,6963,8528,7868,8440,3790,3081,3413,5537,3171
"ENSG00000137713.16",720,629,874,660,668,837,838,603,548,619
"ENSG00000137714.3",330,475,342,332,387,532,490,554,586,345
"ENSG00000137720.8",85,108,86,66,76,297,469,538,499,375
"ENSG00000137726.17",982,1393,839,807,1459,227,1498,480,3377,222
"ENSG00000137727.12",1,3,0,0,2,5,3,5,17,10
"ENSG00000137731.14",2,1,0,0,1,0,0,0,3,0
"ENSG00000137745.12",0,4,0,0,0,6,0,0,0,0
"ENSG00000137747.16",1,0,0,0,0,34,386,19,584,0
"ENSG00000137752.24",11,1,1,1,0,392,294,318,467,208
"ENSG00000137757.11",0,0,0,0,0,2,0,1,0,0
"ENSG00000137760.14",246,250,279,258,287,124,156,136,132,90
"ENSG00000137764.20",236,396,363,271,349,336,394,681,481,507
